City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
376,Najran,SA,67.77,clear sky,17.4924,44.1277,محمد هادي ال فطيح
377,Terrasini,IT,52.21,clear sky,38.146,13.0844,Florio Park Hotel
378,Santa Isabel Do Rio Negro,BR,90.61,overcast clouds,-0.4139,-65.0192,Hotel GSA
379,Dhule,IN,72.25,clear sky,20.9,74.7833,Hotel Dwarkamai
380,Obihiro,JP,20.17,light snow,42.9172,143.2044,Tokachi Gardens Hotel
381,Merrill,US,9.81,clear sky,45.1805,-89.6835,Prairie Motel
382,Wahiawa,US,73.47,clear sky,21.5028,-158.0236,Aloha Wahiawa
383,West Point,US,59.07,few clouds,33.6076,-88.6503,Hampton Inn & Suites West Point
385,Idenao,CM,81.27,overcast clouds,4.2475,9.0047,Moland Beach Resort
387,Loreto,MX,67.95,clear sky,22.2667,-101.9667,José de Jesús Velásquez mora
388,Novoselytsya,UA,36.86,clear sky,48.2193,26.2653,Pryvatna Sadyba
390,Gemena,CD,80.6,overcast clouds,3.25,19.7667,Hôtel Goshen
392,Nevesinje,BA,34.61,clear sky,43.2586,18.1133,Prenoćište Nevesinje
393,Broome,US,43.21,broken clouds,42.2506,-75.833,Chenango Valley State Park
394,Fortuna,US,69.93,clear sky,40.5982,-124.1573,Super 8 by Wyndham Fortuna
395,Rabo De Peixe,PT,62.28,broken clouds,37.8,-25.5833,Quinta das Giestas
396,Doba,TD,81.09,scattered clouds,8.65,16.85,Restaurant Auberge La Pétrolière
397,Gusau,NG,77.0,clear sky,12.1628,6.6614,GUEST INN
398,Mana,GF,79.92,broken clouds,5.6592,-53.7767,LE SAMANA
399,Gazanjyk,TM,45.05,clear sky,39.2446,55.5154,Railway motel
400,Eminabad,PK,57.09,clear sky,32.0422,74.2594,Dara ch Imran sultan
401,Sibolga,ID,76.91,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
402,Fort Nelson,CA,9.99,overcast clouds,58.8053,-122.7002,The Fort Nelson Hotel
403,Qaqortoq,GL,30.7,snow,60.7167,-46.0333,Siniffik Inn
404,Hobyo,SO,77.29,overcast clouds,5.3505,48.5268,Halane Hotel and Restaurent
405,Vila,PT,44.33,overcast clouds,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
406,Honiara,SB,76.59,overcast clouds,-9.4333,159.95,Heritage Park Hotel
407,Havoysund,NO,27.48,light snow,70.9963,24.6622,Arctic View Glamping & Restaurant
408,Campana,AR,72.32,clear sky,-34.1687,-58.9591,Hotel Morada Suites
410,Yamada,JP,32.27,few clouds,39.4667,141.95,Iroha-ya Inn
411,Mogok,MM,49.82,clear sky,22.9167,96.5,MOGOK HILL HOTEL
412,Griffith,US,22.05,clear sky,41.5284,-87.4237,"Motel 6 Hammond, IN - Chicago Area"
414,Messina,IT,56.79,overcast clouds,38.1933,15.5497,Hotel Touring
415,Atar,MR,75.4,few clouds,20.5169,-13.0499,Oumou Elghoura
416,Do Gonbadan,IR,48.13,overcast clouds,30.3586,50.7981,شبکه بهداشت و درمان گچساران
417,Kaele,CM,82.49,clear sky,10.1092,14.4508,Hôtel Les Palmiers
419,Itaituba,BR,81.73,overcast clouds,-4.2761,-55.9836,Hotel Campos
420,Lazaro Cardenas,MX,87.6,overcast clouds,17.9583,-102.2,Baymont by Wyndham Lazaro Cardenas
421,San Francisco,US,73.92,overcast clouds,37.7749,-122.4194,The Clift Royal Sonesta Hotel
422,Narsaq,GL,30.42,snow,60.9167,-46.05,Sleep In Narsaq
423,Praia Da Vitoria,PT,62.76,overcast clouds,38.7333,-27.0667,Hotel Branco I
424,Holme,DK,38.77,overcast clouds,56.1138,10.1725,Hotel Ritz Aarhus City
425,Nabire,ID,74.97,overcast clouds,-3.3667,135.4833,Hotel Nusantara Nabire
427,Abu Dhabi,AE,69.96,clear sky,24.4667,54.3667,Ramee Garden Hotel Apartments
429,Wangaratta,AU,63.16,clear sky,-36.3667,146.3333,Quality Hotel Wangaratta Gateway
430,Waddan,LY,56.14,clear sky,29.1614,16.139,محل الشريف محمد العايب
431,Conceicao Do Castelo,BR,67.78,overcast clouds,-20.3683,-41.2439,Pousada Rota do Imperador
432,Wajir,KE,88.16,broken clouds,1.7471,40.0573,Al-bustan Hotel And Restaurant.
433,Soe,ID,65.73,overcast clouds,-9.8607,124.284,Dena Hotel
434,Alyangula,AU,75.07,broken clouds,-13.8483,136.4192,Groote Eylandt Lodge
436,Krasnovishersk,RU,13.8,light snow,60.4078,57.082,Vishera hotel
437,Hokitika,NZ,50.36,overcast clouds,-42.7167,170.9667,Beachfront Hotel Hokitika
438,Ellensburg,US,44.94,clear sky,46.9965,-120.5479,"Holiday Inn Express Ellensburg, an IHG Hotel"
440,Ko Samui,TH,82.31,overcast clouds,9.5357,99.9357,The Passage
441,Bontang,ID,78.03,overcast clouds,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
442,Ponta Do Sol,PT,63.23,scattered clouds,32.6667,-17.1,Hotel do Campo
444,Coquimbo,CL,69.58,clear sky,-29.9533,-71.3436,Hostel Del Puerto
445,San Rafael,AR,75.16,clear sky,-34.6177,-68.3301,Hotel San Rafael
446,Dingle,PH,74.43,scattered clouds,10.9995,122.6711,SEGAYA PROPERTY
447,Figeac,FR,44.98,overcast clouds,44.75,1.9167,Maison de vacances Chalet Le Lac Bleu 27
448,Bowen,AU,75.63,clear sky,-20.0167,148.2333,Castle Motor Lodge Motel
450,Beidao,CN,30.47,clear sky,34.5686,105.8933,Shell Tianshui Maiji District Erma Road Walking Street Hotel
452,Staunton,US,55.49,clear sky,38.1496,-79.0717,Hotel 24 South
454,Celarevo,RS,38.95,clear sky,45.2694,19.5253,Oasis MB Gložan
455,Nakamura,JP,49.51,light rain,32.9833,132.9333,Hotel Crown Hills Nakamura
457,Dickinson,US,60.82,overcast clouds,29.4608,-95.0513,Hampton Inn & Suites Houston/League City
458,Saint-Leu,RE,77.83,clear sky,-21.15,55.2833,La Caz Oceane
459,Ilinskiy,RU,25.48,light snow,55.619,38.1182,Around the world
460,Lagoa,PT,60.17,overcast clouds,39.05,-27.9833,Casa Das Faias
461,Seoul,KR,36.84,overcast clouds,37.5683,126.9778,LOTTE Hotel Seoul
462,Espanola,US,45.55,broken clouds,35.9911,-106.0806,Santa Claran Hotel Casino
463,Fukue,JP,50.43,overcast clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
464,Taltal,CL,70.97,few clouds,-25.4,-70.4833,Residencial Karime
465,Bonoua,CI,82.02,few clouds,5.2741,-3.595,Hotel Bon Samaritian
466,Valdivia,CL,88.83,overcast clouds,-39.8142,-73.2459,Hostal Entre Rios
467,Caravelas,BR,82.81,overcast clouds,-17.7125,-39.2481,Pousada dos Navegantes
468,Antofagasta,CL,74.21,clear sky,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
469,Surt,LY,59.04,clear sky,31.2089,16.5887,الهادي ابوشعاله سرت
470,Mangaluru,IN,77.86,few clouds,12.8667,74.8833,Goldfinch Hotel Mangaluru
471,Jalu,LY,57.36,clear sky,29.0331,21.5482,صاحبة الفخامة
472,Coka,RS,38.41,clear sky,45.9425,20.1433,"Hotel ""Ždrebac"""
473,Sicamous,CA,35.19,scattered clouds,50.8331,-118.9856,Best Western Sicamous Inn
474,Traiguen,CL,95.77,broken clouds,-38.25,-72.6833,Hospedaje Sonnia
475,Nador,MA,57.45,clear sky,35.174,-2.9287,Hôtel La Giralda
476,Danville,US,72.03,clear sky,36.586,-79.395,"Holiday Inn Express Danville, an IHG Hotel"
477,Shingu,JP,42.91,overcast clouds,33.7333,135.9833,Shingu UI Hotel
478,Miguel Hidalgo,MX,67.17,broken clouds,19.4225,-99.2028,JW Marriott Hotel Mexico City
479,Virginia Beach,US,72.05,overcast clouds,36.8529,-75.978,Hilton Virginia Beach Oceanfront
480,Ancud,CL,80.22,broken clouds,-41.8697,-73.8203,Hotel Arena Gruesa
481,Christchurch,NZ,51.03,light rain,-43.5333,172.6333,The George
482,Varhaug,NO,42.89,moderate rain,58.6147,5.6457,Jonas Bue
483,Damaturu,NG,74.25,overcast clouds,11.747,11.9608,"Hayas Guest Inn, Central Roundabout, Gujba Road"
484,Port Hardy,CA,35.78,overcast clouds,50.6996,-127.4199,Airport Inn-Port Hardy
485,Bonavista,CA,41.11,overcast clouds,48.6499,-53.1147,Abbott's Bed & Breakfast
486,Pitkyaranta,RU,23.85,broken clouds,61.5734,31.4792,Pitkyaranta hotel
487,Muswellbrook,AU,58.33,overcast clouds,-32.2667,150.9,Wayfarer Motel
488,Namatanai,PG,77.83,moderate rain,-3.6667,152.4333,Seagulls Inn Namatani
491,San Jeronimo,PE,58.23,overcast clouds,-11.9472,-75.2829,Tuki Llajta Pueblo Bonito Eco Lodge
493,Nuuk,GL,13.8,light snow,64.1835,-51.7216,Vandrehuset
494,Isoka,ZM,62.92,light rain,-10.1606,32.6335,Location Compound
495,Axim,GH,80.06,overcast clouds,4.8699,-2.2405,Axim Beach Resort And Spa
496,Svetlyy,RU,32.05,overcast clouds,54.675,20.1347,"Gostinitsa-Kafe, Alena"
497,Oriximina,BR,83.55,overcast clouds,-1.7656,-55.8661,Pousada Tia Amélia
498,Chipinge,ZW,63.41,clear sky,-20.1883,32.6236,Chipinge Breeze Lodge
499,Turmalina,BR,75.24,overcast clouds,-17.2856,-42.73,Hotel Cristal
500,Damghan,IR,41.27,clear sky,36.1683,54.348,خوابگاه اساتيد دانشگاه دامغان
502,Cockburn Town,TC,77.81,clear sky,21.4612,-71.1419,Osprey Beach Hotel
504,Nuristan,AF,11.55,broken clouds,35.3,70.8333,لَکچُک هوټل
505,Padang,ID,76.86,overcast clouds,-0.9492,100.3543,Mercure Padang
506,Birjand,IR,46.54,overcast clouds,32.8663,59.2211,Birjand Tourist Hotel
507,Marsa Matruh,EG,57.13,clear sky,31.3525,27.2453,Beau Site
509,Muscat,OM,72.23,clear sky,23.6139,58.5922,Mutrah Hotel
511,Vardo,NO,25.74,few clouds,70.3705,31.1107,Vardø Hotel AS
512,Salalah,OM,70.77,clear sky,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
513,Port Hedland,AU,84.25,scattered clouds,-20.3167,118.5667,"The Esplanade Hotel (Accommodation section closed for refurbishment - Bar, Restaurant & Functions remain open)"
519,Benjamin Hill,MX,78.17,clear sky,30.1667,-111.1,Hotel Benjamín Hill
520,Nuqui,CO,79.9,light rain,5.7125,-77.2708,Hotel Nuquimar
522,Lac-Au-Saumon,CA,35.37,overcast clouds,48.421,-67.3476,Camping Du Lac
523,Barmer,IN,63.37,clear sky,25.75,71.3833,OYO 71911 Hotel Amber Palace
524,Sisimiut,GL,12.31,overcast clouds,66.9395,-53.6735,Hotel Sisimiut
526,Narok,KE,62.56,overcast clouds,-1.0783,35.8601,OLORROPIL TOWERS
527,Ahipara,NZ,66.47,overcast clouds,-35.1667,173.1667,Ahipara Holiday Park
528,Palmer,US,57.69,broken clouds,42.1584,-72.3287,Wedgewood Motel
529,Maniitsoq,GL,12.65,overcast clouds,65.4167,-52.9,Hotel Heilmann Lyberth
530,Coahuayana,MX,91.72,few clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
531,Raichur,IN,71.64,clear sky,16.2,77.3667,Hotel CM Residency
533,Awbari,LY,56.17,clear sky,26.5921,12.7805,فندق أوباري
534,Verkhnyaya Maksakovka,RU,21.22,scattered clouds,61.635,50.9674,Baza Otdyha Maybyr
535,Falkenberg,SE,37.94,overcast clouds,56.9055,12.4912,Falkenberg Strandbad
537,Valparaiso,CL,71.24,clear sky,-33.0393,-71.6273,Hotel Ultramar
539,Ustye,RU,19.17,overcast clouds,59.6304,39.736,Dacha Sofronova
541,Sylvan Lake,CA,35.35,few clouds,52.3168,-114.0853,Best Western Plus Chateau Inn Sylvan Lake
543,Wellington,NZ,64.76,moderate rain,-41.2866,174.7756,CityLife Wellington
544,Saldanha,ZA,66.81,overcast clouds,-33.0117,17.9442,Blue Bay Lodge
545,Guider,CM,82.04,few clouds,9.9342,13.9486,"AUBERGE LA GRACE , GÉRANT : OUDAWAREME BALTHAZAR"
546,Nara,JP,42.98,broken clouds,34.6851,135.8049,Guesthouse Nara Komachi
547,Port-Cartier,CA,34.75,overcast clouds,50.0334,-66.8654,Le Q'Artier
548,Tevaitoa,PF,81.14,overcast clouds,-16.7833,-151.5,Hôtel Raiatea Lodge
549,Waingapu,ID,77.04,overcast clouds,-9.6567,120.2641,Pondok Wisata Elim
550,Broken Hill,AU,73.9,clear sky,-31.95,141.4333,Royal Exchange Hotel
552,Kasulu,TZ,64.54,overcast clouds,-4.5767,30.1025,Nazaret lodge
553,Onega,RU,15.82,overcast clouds,63.9061,38.1404,Lunny Kot Guest House
554,Tarakan,ID,79.11,overcast clouds,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
555,Jiaocheng,CN,55.42,overcast clouds,24.6774,116.1389,Changtan Tourism Resort
557,Aleksandrov Gay,RU,22.68,overcast clouds,50.147,48.5704,Gostinitsa
558,Grenfell,AU,58.33,clear sky,-33.9,148.1667,Grenfell Royal Hotel
559,Rubiataba,BR,76.68,broken clouds,-15.1644,-49.8033,Pousada dos anjos
560,Goderich,CA,16.92,light snow,43.7501,-81.7165,Harmony Inn
561,Gramada,BG,38.73,overcast clouds,43.8344,22.6586,"Къща за гости ""Приятели"""
562,Praya,CV,75.74,overcast clouds,14.9215,-23.5087,LT Aparthotel
563,Vangaindrano,MG,73.98,scattered clouds,-23.35,47.6,Hotel Fanilo
564,Grants,US,41.23,clear sky,35.1473,-107.8514,"Motel 6 Grants, NM"
565,Boyolangu,ID,74.7,moderate rain,-8.1181,111.8935,Yos ega cv
566,Colac,AU,68.07,overcast clouds,-38.3333,143.5833,Otway Gate Motel
567,Kongolo,CD,71.28,light rain,-5.3833,27.0,GUEST HOUSE OASIS
568,Taybad,IR,41.25,overcast clouds,34.74,60.7756,لی پوش jean center
569,La Rioja,ES,49.05,overcast clouds,42.25,-2.5,Casa Concejos
571,Jian,CN,43.86,moderate rain,27.1172,114.9793,Luling International Hotel
572,Eseka,CM,78.35,clear sky,3.65,10.7667,Complexe Hotelier Ndjiki Mpeck Eseka II
573,Milos,GR,52.52,overcast clouds,36.75,24.4333,Ξενοδοχείο Αγνάντι
574,Eureka,US,71.2,clear sky,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
575,Alice Springs,AU,58.55,clear sky,-23.7,133.8833,Desert Palms Alice Springs
576,Ha Giang,VN,62.38,overcast clouds,22.8333,104.9833,Truong Xuan Resort
577,Asyut,EG,60.08,clear sky,27.181,31.1837,فندق ميس إيجيبت Miss Egypt Hotel
578,Machali,CL,92.91,clear sky,-34.1833,-70.6667,Mining House
579,Guarapari,BR,76.89,overcast clouds,-20.6667,-40.4975,Hotel Porto do Sol
580,Iturama,BR,82.78,scattered clouds,-19.7281,-50.1956,República DominaCana
581,Guerrero Negro,MX,73.0,overcast clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
582,Springbok,ZA,76.59,light rain,-29.6643,17.8865,Undulata Country Lodge
583,Nelson,NZ,57.29,light rain,-41.2833,173.2833,Rutherford Hotel Nelson
584,Beloslav,BG,42.91,clear sky,43.1833,27.7,Guest Room Gebedje
585,Kirishi,RU,31.98,light snow,59.4471,32.0205,Sputnik
586,Hasaki,JP,27.0,overcast clouds,35.7333,140.8333,Hotel Sunrise Choshi
587,Nago,JP,69.87,overcast clouds,26.5881,127.9761,Hotel Yugaf Inn Okinawa
588,Clonakilty,IE,48.09,overcast clouds,51.6231,-8.8706,Inchydoney Island Lodge & Spa
589,Gorontalo,ID,73.06,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
590,Yambio,SS,81.57,broken clouds,4.5721,28.3955,Naivasha Hotel
592,Xiaoweizhai,CN,38.43,overcast clouds,26.1903,107.5125,Karst Youth Hostel
593,Povenets,RU,16.9,overcast clouds,62.8487,34.8262,Eko Otel' Bol'shaya Medveditsa
594,Havre-Saint-Pierre,CA,34.16,overcast clouds,50.2334,-63.5986,Auberge Niapiskau
595,Nanortalik,GL,30.4,light snow,60.1432,-45.2371,Hotel Kap Farvel
596,Humaita,BR,89.46,overcast clouds,-7.5061,-63.0208,Corrêa Hotel
597,Makakilo City,US,75.52,clear sky,21.3469,-158.0858,Marriott's Ko Olina Beach Club
599,Mikhaylovka,RU,31.78,overcast clouds,50.06,43.2379,5 Komnat
601,Yazoo City,US,63.34,overcast clouds,32.8551,-90.4056,Hampton Inn Yazoo City
602,Callaguip,PH,76.84,overcast clouds,18.0714,120.4867,Pangil Beach Resort
603,Cairns,AU,75.15,broken clouds,-16.9167,145.7667,Mantra Trilogy Cairns
605,Margherita,IN,54.0,clear sky,27.2833,95.6833,Dehing Guest House
606,San Fernando,PH,79.14,overcast clouds,15.0286,120.6898,Maharlika Hostel
607,Chillicothe,US,36.09,overcast clouds,39.3331,-82.9824,Holiday Inn Express Chillicothe East
609,Buala,SB,78.17,overcast clouds,-8.145,159.5921,Maringe Lagoon Lodge
610,Ocos,GT,97.3,clear sky,14.5094,-92.1933,Auto Hotel El Soñador
611,Yugorsk,RU,1.99,overcast clouds,61.3133,63.3319,Arkobaleno Mini-hotel
612,Yichang,CN,40.68,overcast clouds,30.7144,111.2847,Gezhouba Hotel
613,Selikhino,RU,12.88,overcast clouds,50.3672,137.4996,Tosklivyy Dom
616,Fort Morgan,US,40.1,clear sky,40.2503,-103.8,Hampton Inn Fort Morgan
617,Xuddur,SO,78.66,overcast clouds,4.1213,43.8894,Banjanay Hotel
618,Bosaso,SO,75.7,broken clouds,11.2842,49.1816,Red Sea Hotel
619,Katsuura,JP,39.31,scattered clouds,35.1333,140.3,Katsuura Hotel Mikazuki
620,Ventimiglia,IT,55.26,overcast clouds,43.7935,7.6026,Kaly
621,Douentza,ML,74.77,overcast clouds,14.9951,-2.9517,Ogomono Doumbo
622,Malanje,AO,69.85,light rain,-9.5402,16.341,Hotel Ginga
623,Iracoubo,GF,78.98,overcast clouds,5.4802,-53.2011,Le Gîte d’Iracoubo
624,Chai Badan,TH,81.72,scattered clouds,15.2,101.1333,Narai Grand Hotel
625,Santa Cruz,BO,72.05,light rain,-17.8,-63.1667,Aviador Hotel Boutique
626,Igrim,RU,5.49,overcast clouds,63.1906,64.4162,Obshchezhitiye Uchebno-Proizvodstvennogo Tsentra
627,Vao,NC,79.83,overcast clouds,-22.6667,167.4833,Hotel Kou-Bugny
629,Cascais,PT,58.46,few clouds,38.6979,-9.4215,Hotel Vila Galé Cascais
630,San Lawrenz,MT,52.86,overcast clouds,36.0553,14.204,San Andrea Hotel
632,Tromso,NO,21.22,clear sky,69.6496,18.957,"Radisson Blu Hotel, Tromsø"
633,Geraldton,AU,70.21,clear sky,-28.7667,114.6,Broadwater Mariner Resort
635,Zhuhai,CN,64.98,scattered clouds,22.2769,113.5678,Nanyang Seascape Hotel Zhuhai Hotel
636,Nargana,PA,81.86,few clouds,9.4428,-78.5906,Dubbir
639,Victor Harbor,AU,71.47,overcast clouds,-35.5667,138.6167,McCracken Country Club
640,Manaure,CO,88.43,scattered clouds,11.7751,-72.4445,Hotel Palaaima
641,Disraeli,CA,40.89,overcast clouds,45.9001,-71.3491,Auberge De La Chanterelle
642,Bam,IR,55.51,broken clouds,29.106,58.357,Bam Tourist Hotel
643,Yatou,CN,36.0,overcast clouds,37.15,122.3833,GreenTree Hotel Rongcheng Bus Station
644,Barra De Sao Francisco,BR,77.97,overcast clouds,-18.755,-40.8908,Td Hotel
645,Aksu,CN,30.29,broken clouds,41.1231,80.2644,Pudong Holiday Hotel
646,Khash,IR,52.03,clear sky,28.2211,61.2158,خوابگاه آبجی محدثه
650,Ponta Delgada,PT,63.5,broken clouds,37.7333,-25.6667,Vila Nova Hotel
651,Canutama,BR,85.48,overcast clouds,-6.5339,-64.3831,Hotel Jhennifer
652,Port-Gentil,GA,80.58,light rain,-0.7193,8.7815,Fengshui Residence
654,Mae Hong Son,TH,59.5,overcast clouds,19.3003,97.9685,Baiyoke Chalet Hotel
655,Porto Walter,BR,84.85,moderate rain,-8.2686,-72.7439,Secretaria de saúde
656,Shambu,ET,56.5,scattered clouds,9.5667,37.1,Wabe Hotel
657,Vryheid,ZA,64.44,clear sky,-27.7695,30.7917,Bivane Game Lodge
658,Tarija,BO,67.91,broken clouds,-21.5355,-64.7296,Hostal Granny
659,Casablanca,MA,62.82,clear sky,33.5928,-7.6192,فندق البيت المغربي كازبلانكا
660,Quchan,IR,34.56,overcast clouds,37.106,58.5095,گلیم دستبافت کیمیایی
661,Tallahassee,US,65.52,overcast clouds,30.4383,-84.2807,Four Points by Sheraton Tallahassee Downtown
662,Muroto,JP,51.62,overcast clouds,33.2833,134.15,Oota Ryokan
663,Ixtapa,MX,76.23,clear sky,20.7,-105.2,Hotel Plaza Providencia
664,General Pico,AR,72.97,clear sky,-35.6566,-63.7568,Euskadi Hotel
665,Upata,VE,82.18,overcast clouds,8.0086,-62.3989,Posada Villa Nela
666,Teguise,ES,64.62,few clouds,29.0605,-13.564,B&B La Casona de Nazaret
668,Puerto Colombia,CO,89.69,few clouds,10.9878,-74.9547,Hotel El Emigrante
669,Kenai,US,22.14,mist,60.5544,-151.2583,Aspen Extended Stay Suites
670,Vestmannaeyjar,IS,28.09,scattered clouds,63.4427,-20.2734,Glamping & Camping
671,Yarmouth,US,62.58,clear sky,41.7057,-70.2286,Blue Rock Resort
672,Bambanglipuro,ID,64.6,heavy intensity rain,-7.95,110.2833,Puri Brata
675,Bystrice Nad Pernstejnem,CZ,33.24,clear sky,49.5229,16.2615,Apartman Rozsochy
676,San Cristobal,VE,77.18,overcast clouds,7.7669,-72.225,Posada Villaven C.A.
677,Rodrigues Alves,BR,84.4,overcast clouds,-7.738,-72.6509,Pousada Aconchego
678,Kamuli,UG,66.34,overcast clouds,0.9472,33.1197,Century Hotel Limited And laundry Services
679,Kuching,MY,75.42,scattered clouds,1.55,110.3333,The Ranee Boutique Suites
680,Campoverde,PE,83.89,moderate rain,-8.4753,-74.8058,Hospedaje Coral's
681,Kalianget,ID,76.35,light rain,-7.05,113.9333,Pesanggrahan Garam
682,North Bend,US,62.17,clear sky,43.4065,-124.2243,Red Lion Hotel Coos Bay
684,Nome,US,1.47,overcast clouds,64.5011,-165.4064,Dredge 7 Inn
686,Dwarka,IN,70.36,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
